Date,Infosys,TCS,Wipro,HCLTech,TechMahindra,LTIinfotech,PersistentSystems,TanlaPlatforms,TataElxsi,Coforge,HDFCBank,ICICIBank,AxisBank,KotakMahindraBank,StateBankofIndia,BajajFinance,IndusIndBank,BajajFinserv,HDFCLife,SBILife,SunPharma,DrReddy,Cipla,ApolloHospitals,DivisLaboratories,ZydusLifesciences,TorrentPharmaceuticals,Lupin,MaxHealthcare,AurobindoPharma,HindustanUnilever,NestleIndia,BritanniaIndustries,Godrej,Dabur,VarunBeverages,ColgatePalmoliveIndia,ProcterGambleIndia,HatsunAgroProducts,Emami,IOC,ONGC,BPCL,GAIL,AdaniGas,Reliance,HindustanPetroleum,OilIndia,PetronetLNG,GujaratGas
11/1/2019 15:30:00,687.9,2124.95,253,576,760.45,,614.2,45.95,829.5,,1240.05,462.25,748.3,1579.9,313.55,4069.85,1379.85,1676.95,612.7,997.5,437.55,2756.6,469.2,1460,1743.15,255.5,900.95,766.3,,480.5,2179.35,1495.98,3268.55,423.35,463.85,137.62,1534.25,12115.8,445.21,327.55,95.1,138.3,506.55,90.1,203.6,1443.22,290.2,165.55,283.4,193.85
11/8/2019 15:30:00,708.15,2200.9,258.6,575.05,771.35,,615.05,43.85,811,,1255.6,489.45,725.5,1600.25,316,4159.45,1422.8,1763.77,567.9,982.2,422.1,2822.1,462.5,1418.6,1699.95,232.4,907.33,718.75,,439.95,2086.4,1447.13,3158,425.25,473.65,164.79,1579.65,11379.9,434.94,324.5,89.37,135.55,509.4,84.7,203.45,1431.93,290.35,160.3,277.95,194.6
11/15/2019 15:30:00,703.9,2129.95,256.4,571.15,751.95,,652.65,53.1,792.45,,1277.9,499.85,716.9,1622.75,321.9,4187.6,1359,1811.57,577.5,1002.85,415.05,2730.8,463.25,1397.25,1747.7,234.5,891.08,742.25,,410.25,2057.7,1429.56,3195.55,444.1,461.7,157.13,1578.9,11160.5,432.29,313.65,87.8,133.85,511.55,82.87,214.9,1457.04,282.6,153.9,264.75,212.6
11/22/2019 15:30:00,693.2,2174.45,252.55,557.38,754.2,,672.45,60.65,788.3,,1264.75,496.8,732.1,1569.1,329.3,4078.3,1446.15,1807.86,586.4,942.65,452.1,2871.25,478.85,1451.6,1733.35,251.1,855.93,772.4,,428.85,2028.35,1417.15,3022.65,435.9,463.8,162.18,1504.5,10801.4,426.91,313.05,86.53,131.75,488.5,81.57,206.5,1531.98,263,154.05,271.5,227.25
11/29/2019 15:30:00,696.35,2071.7,243.1,563.83,761.45,,684.35,69.05,806.95,,1274.95,512.6,739.05,1615.2,341.85,4074.2,1569.1,1822.05,571.5,960.05,449.85,2913.85,466.7,1441.2,1786.2,254.15,949.3,800.65,,449.9,2035.3,1445.4,3057.7,437,459.1,160.71,1474.2,11400.05,426.84,315.15,87.6,126.55,496.75,84.03,212.2,1536.58,267.4,156.2,268.05,231.7
12/6/2019 15:30:00,715.1,2053.25,237.7,560.3,757.5,,690.4,65.3,849.95,,1246.05,524.8,717.6,1674.3,320,3951.65,1465.85,1770.62,575,964.2,428.6,2890.8,455.45,1465,1783.85,255.3,925.73,761.85,,445.7,2026.05,1416.63,3069.6,433.75,463.8,157.34,1480.6,11486.25,420.4,318.05,82.93,126.5,487.8,78.1,218.8,1540.3,263.9,154.5,274.45,228.45
12/13/2019 15:30:00,711.3,2123.6,241,543.15,761.85,,672.75,68.4,858.65,,1263.85,537.05,752,1692.75,332.55,4071.95,1485.4,1842.06,588.9,974.9,439.25,2821.5,461.25,1353,1842,261,932.8,756.25,,449.35,2006.2,1430.16,3054.4,418.65,460,155.71,1476.75,11409.35,405.49,309.95,85.5,125.15,490.95,79.87,209.1,1568.04,266.6,151.25,275.85,225.85
12/20/2019 15:30:00,731.55,2071.25,243.85,569.9,783.35,,684.15,65.1,858.5,,1296.7,546.1,739.85,1692.7,337.85,4135.6,1487.95,1856.01,612.7,992.75,430.3,2863.35,465.75,1379.2,1818,266.15,918.7,770.95,,470.4,1943.1,1485.83,3122.25,416.8,459.8,155.61,1475.1,11348.85,421.61,301.65,84.93,128.4,483.5,79.7,208.3,1584.08,263.7,150.95,271.7,250.65
12/27/2019 15:30:00,736.95,2222.9,251.8,567.55,780.2,,678.15,68.3,826.05,,1275,549.4,760.15,1685.6,337.25,4252.65,1524.9,1888.63,631.4,988.65,426,2897.6,481.1,1418.1,1830.15,255.8,931.93,770.95,,463.1,1949.9,1466.42,3042.1,425.15,459.8,155.29,1454.35,11481.8,431.37,306.6,84.87,128.45,470.25,79.03,209.1,1527.87,253.35,155.95,269.25,262.4
1/3/2020 15:30:00,746,2198.5,247.55,585.05,775.1,,694.6,67.2,838.1,,1268.4,538.85,742.95,1657.1,333.7,4193.45,1528.85,1869.17,630.7,975.1,444.6,2883.9,469.95,1486.1,1834.8,260,950.05,776.9,,460.3,1927.45,1459.36,3038.8,434.25,455.6,156.09,1460,11322.8,427.1,315.5,84.57,124.15,453.9,83.77,228.4,1522.72,249.65,157.9,269.3,269.9
1/10/2020 15:30:00,738.15,2200.65,251.1,580.35,776.25,,688.35,69.4,848.55,,1282.7,540.25,740.05,1684.7,332.25,4144.85,1491.25,1874.45,623.1,989,443.6,2933,473.5,1485.9,1866.3,258.15,949.53,758.95,,457.95,1954,1468.59,2989.75,447.1,466.85,163.3,1458.35,11128.9,440.13,303.4,83.63,125.4,466.1,83.57,229.75,1533.12,244.8,156.8,272.65,294.45
1/17/2020 15:30:00,767.85,2213.55,251.75,598.8,778.45,,703.35,66.75,947.15,,1278.15,532.05,739.9,1698.1,318,4231.75,1352.25,1943,607.65,996.35,454.6,3034.35,480.3,1618.6,1903.35,269.15,1003.18,766.65,,485.95,2060.3,1543.95,3124.45,437.8,489.65,167.04,1509.95,11237.2,444.81,351.35,81.77,118.35,443.95,84.23,221.5,1566.15,223.8,142.15,276.8,283.8
1/24/2020 15:30:00,782.75,2219.1,251.1,607.7,787.3,,729.75,74.05,963.25,,1244.55,533.85,737.4,1642.95,324.05,4194.5,1316.1,1926.75,607.25,999.8,447.8,3031.4,458.85,1668.7,1910.5,272.15,1018.48,740.15,,501.1,2073.7,1575.55,3192.5,439.8,500.5,188.82,1514.35,11337.6,470.83,336.1,79.77,104.15,491.4,86.33,239.5,1507.26,241.05,124.25,261.8,304.4
2/1/2020 17:00:00,776.05,2183.4,247.6,590.85,809.75,,705,77.15,950.2,,1199.75,504,705.6,1654.5,301.5,4280,1208.4,1791.44,570,892.1,422.7,3110.25,442.15,1657.5,1990.5,259.9,953,706.15,,463.75,2072.9,1560.13,3088,408.15,482.3,170.78,1307.2,12206,468.99,300.05,72.43,109.25,476.45,78.7,256.15,1363.08,233.85,138.5,272.65,299.6
2/7/2020 15:30:00,777.3,2175,235.4,607.7,824.45,,709.7,84.55,1030.5,,1242.2,536.45,748.15,1653.05,320.55,4654.3,1298.8,1924.66,595.7,947.3,430.8,3166.7,443.2,1663.15,2085.95,275.2,1010.4,707.6,,546.55,2159.95,1632.78,3251.4,431.9,513.65,187.39,1370.65,11523.65,484.38,300.3,78.33,103.3,471.75,82,258.65,1420.19,222.4,130.25,260.8,287.45
2/14/2020 15:30:00,786.45,2136.55,243.95,621.65,834.15,,701.25,80.9,1035,,1219.35,545.8,736.5,1680.95,319.4,4781.75,1176,1938.1,573.95,914.25,418.55,3304.3,447.1,1704.4,2146.45,270,1056.25,717.65,,514.35,2255.05,1635.65,3096.65,410.25,506.1,182.1,1340.3,11498.55,485.63,275.8,76.73,102.8,426.35,81.7,218.65,1473.63,197.55,125.15,267.5,276.1
2/20/2020 15:30:00,797,2184.2,242.9,608.05,829.6,,717.15,76.8,996.4,,1217.1,547,744.3,1685.95,327.65,4880.45,1182.2,1941.94,573.5,928.75,404.95,3255.3,435.75,1800.7,2169.35,279.25,1119.47,699.6,,599.75,2248.25,1653.95,3059.4,420,506.15,182.01,1343.5,11150.85,495.35,269.3,74.87,91.95,403.1,79.53,214.75,1472,201.15,108,245.6,284.25
2/28/2020 15:30:00,731.7,2156.8,245.7,534.35,744.4,,696.4,68.9,882.75,,1177.65,497.25,697.3,1620.35,303,4465.85,1104.05,1810.15,544.1,890.4,372.9,2927.1,402.1,1735.8,2106.95,260.05,1075.15,640,,505.5,2174.75,1577.89,2970.2,392.05,496.1,180.69,1285.4,11137.1,508.05,256.55,70.5,88.5,376.05,69.6,148.75,1316.17,197.6,102,235.15,258.3
3/6/2020 15:30:00,738.95,2000.15,221.45,566.2,740.4,,698.6,66.4,985.75,,1134.9,486.35,657.65,1631.05,270.5,4225.85,1014.8,1720.64,548.15,853.95,400.9,3170.95,434.4,1688.9,2240.05,266.1,1098.05,663.5,,510.3,2188.9,1642.93,3081.4,411.9,500.55,174.43,1320.9,10488.5,493.44,240.35,67.2,65.9,317.85,71.87,137.7,1259.06,208.5,81.2,229.45,241.8
3/13/2020 15:30:00,642.35,2116.45,223.55,492.9,655.95,,653.45,53.85,846.9,,1069.8,447.2,568.8,1470.05,242,3952.55,803.75,1548.4,507.15,761.95,384.2,2885.1,425.55,1513.65,1962.7,251.55,989.25,605.85,,415.2,2033.2,1499.18,2763.6,366.9,450.6,172.3,1200.9,10117.05,438.55,207.05,61.5,72.35,278.75,56.37,128,1094.92,170.25,81.55,206.8,228.3
3/20/2020 15:30:00,585.2,1806.3,197.4,444.9,576.35,,510.85,41.9,598.6,,882.85,345.7,428.15,1262.35,209.85,2951.9,440.35,1246.61,418.1,633.5,365.25,2897.25,392.8,1362.95,1994.9,285.8,946.95,641.95,,346.7,2051.7,1414.55,2467.8,315.3,444.35,133.94,1186.45,9826.8,375.23,184.2,60.4,64.45,317.15,53.87,129.05,1008.39,184.2,77.6,193.45,223.5
3/27/2020 15:30:00,652.7,1797.45,179.2,430.65,504.1,,540.3,44.55,639.1,,904.45,339.85,359.75,1399.1,195.95,2542.3,411.1,978.12,441,602.85,338.25,2916.5,407.65,1167,1862.55,252.7,930.08,548.1,,392.25,2140.55,1510.86,2529.25,284.3,423,126.01,1159.1,9873.45,394.19,156.4,51.27,69.85,344.9,46.33,142.45,1055.59,207.85,84.25,195.8,235.15
4/3/2020 15:30:00,585.7,1824.5,183.5,405.8,520.9,,514.1,52.75,593.6,,813.85,286.65,325.45,1140.85,175.5,2207.5,313.2,902.15,422.3,650.15,375.95,3146.8,449.2,1189.55,1901.05,274.6,1038.5,655.85,,382.4,2154.1,1510.47,2563.25,278.65,427.8,119.44,1249.9,10363.05,396.18,181.95,53,77.3,360.1,53.93,143.9,1067.33,217.7,91.1,224.2,257.5
4/9/2020 15:30:00,636.25,1654.2,180,469.05,545.25,,513.85,48.85,699.6,,925.05,342.7,420.15,1272.9,187.75,2551.85,395.4,964.05,472.25,739.45,454.45,3621.55,579.6,1279.85,2310.9,351.1,1275.18,790.15,,460.2,2372.25,1683.97,2801.7,279.1,485.35,128.44,1362.55,10901.9,377.95,230.25,55.6,76.3,350.45,58.5,134.65,1208.49,201.4,92.75,211.6,258.25
4/17/2020 15:30:00,628.75,1766.15,196.7,455.25,509.85,,491.95,54.7,713.2,,910.3,375.55,478.8,1186.25,193.25,2308.15,474.45,999.94,495.5,702.45,457.1,3929.55,598,1374.1,2332.2,333.8,1123.4,822.25,,542.7,2385,1732.43,2832.15,278.45,490.1,134.47,1378.3,11034,378.84,216.3,57.33,67.6,370,59.8,141.4,1212.51,220.3,83.85,218.5,259
4/24/2020 15:30:00,658,1806.2,187,468.1,503.45,,468.3,69.7,751.25,,938.05,334.85,403.95,1239.55,179.75,1976.25,382.9,877.96,453.35,679.15,485.55,4002.8,599.3,1359.5,2425.4,336.95,1215.25,877.35,,624.45,2283.1,1740.61,3062.15,263.5,499.05,144.68,1483.65,10473.05,370.33,198.6,54.33,79.9,324.75,54.33,137.15,1403.69,196.95,98.8,243,243.85
4/30/2020 15:30:00,715.5,1818.55,177.75,543.55,546.25,,474.5,67.25,802.85,,1001.8,380.15,444.9,1357.2,190.5,2318.1,468.15,1020.87,501.05,726.85,464.45,3936.3,589.6,1394.35,2332.9,323.95,1172.7,835.3,,625.85,2195,1792.47,3165.75,264.55,489.3,148.79,1459.1,10556.2,372.73,194.65,56.13,76,318.2,63.8,141.05,1452.23,189.1,88.55,224.65,239.9
5/8/2020 15:30:00,674.2,2014.45,190.95,518.4,536.2,,526.65,63.3,771.5,,929.05,337.7,382.05,1217.45,166.65,2024.15,440.35,920.2,520.05,760.05,469,3984,591.9,1314.8,2300.8,321.25,1219.3,835,,652.65,2089.45,1780.3,2994.65,248.75,446.8,137.87,1359.5,10027.95,367.09,181.65,49.57,76.15,315.2,60.9,138.1,1547.13,182.2,85.9,227.95,247.3
5/15/2020 15:30:00,652.3,1893.4,184,511.25,510.55,,521.1,64.9,777.85,,888.15,322.7,388.55,1178.3,166.4,2086.45,418.7,944.65,487.3,751.95,448.6,3735.1,570.3,1355.3,2335.2,332.2,1230.72,841.8,,664.95,2032.1,1644.38,3125.65,258.45,443.9,140.64,1351.8,10075.75,394.52,190.95,50.33,76.15,342.8,57.2,148.35,1459.4,194.55,84.4,231.2,240.55
5/22/2020 15:30:00,692.35,1892.9,183.8,530.4,529.65,,524.75,65.75,775,,838.85,291.05,336.95,1160.2,150.85,1895.3,338.35,863.11,494.75,729.95,469.4,3892.85,639.35,1280,2320,346.7,1300.5,892.75,,730.9,1987.9,1621.52,3167.1,256.15,431.7,129.49,1313.35,9941.7,382.85,209.65,50.33,83.2,369.6,58.13,152.45,1431.55,204.6,84.75,252.55,285.5
5/29/2020 15:30:00,691,2020.35,189,550.25,530.45,,525.55,68.65,764.9,,951.65,331.95,384.95,1224,161.3,1953.65,393.65,880.98,523.2,768.65,474.25,4071.25,648.15,1356.95,2390.1,344.6,1181.28,869.8,,745.65,2057.35,1754.08,3378.85,318.65,466.45,140.37,1391.5,9893.3,384.95,194.85,55.47,86.95,373.9,61.57,152.3,1464.4,210.85,91.25,256.1,287.15
6/5/2020 15:30:00,703.55,1972.35,212.8,575.95,579.85,,572.05,71.85,837.8,,1033.35,357.2,405.3,1337.8,187.8,2390.35,422.35,1047.28,516.25,796.7,494.25,4024.9,650.9,1359.05,2460.05,359.7,1183.88,902.35,,744,2087.6,1709.69,3466.7,366.35,462.85,140.51,1360.05,10067.95,409.61,197.25,59.6,83.9,380.55,65.23,152.7,1581.7,223.65,91.15,260.1,292.55
6/12/2020 15:30:00,692.05,2048.25,218.75,570.75,554.7,,585.2,68.8,888.9,,982.75,344.2,408,1279.8,179.15,2450.15,528.45,1057.19,502.3,750.45,480.1,4007.95,643.6,1403.6,2395.1,374.3,1242.97,911.9,,771.7,2107.25,1649.63,3366.05,377.5,455.65,140.41,1354.45,9960.4,446.76,203.1,58.87,85.75,393.65,64.23,162.15,1588.8,231.25,105.25,260.4,306.9
6/19/2020 15:30:00,705.55,2039.5,207.9,569.6,538.85,,601.6,67.85,874.9,,1033.35,363.8,417.05,1302.5,184.5,2698.6,483.65,1179.96,521.1,775.85,488.1,4005.6,636.2,1370.7,2304.75,362.05,1271.68,914.45,,783.45,2092.75,1609.49,3438.55,382.05,443.05,162.66,1356.7,9839,448.63,201.7,56.87,84.15,385.4,66.33,160,1759.4,215.85,94.45,265.15,322.1
6/26/2020 15:30:00,748.2,2044.6,222.05,562.4,560.85,,627.25,69.55,901,,1056.45,349.1,424.85,1340.1,184.6,2903.5,492.55,1189.26,541.9,784.35,479.95,3998.6,634.9,1388.15,2350.75,363.85,1235.58,926.75,,780.1,2154.2,1667.75,3456.4,421.45,460.35,151.51,1391.25,10168,493.47,220.95,59.43,82.4,376.35,70.1,159.7,1741.65,209.9,97.3,272.75,306.65
7/3/2020 15:30:00,762.7,2118.85,225.45,579.15,567.2,,641.35,73.3,910.2,,1073.95,361,428.45,1353.8,184.7,2931.5,487.2,1229.88,572.15,844.05,476.85,3921.45,638.8,1379.8,2190.45,366.35,1197.6,900.05,,777.85,2173.7,1669.56,3538.35,393.75,467.05,155.13,1382.65,10348.2,480.18,229.9,58.57,78.55,443.8,69.93,151.6,1787.9,224,99.8,261.6,293.2
7/10/2020 15:30:00,781.85,2199.65,224.8,582.25,569,,731.75,77.45,928.5,,1105.1,360.35,439.6,1349.35,195.6,3314.15,539.25,1296.76,592.5,860.2,493.9,3905.45,638.9,1402.45,2203.1,356.4,1176.5,861.1,,820.75,2223.8,1683.31,3726.65,378.45,474.15,151.17,1392.2,10382.1,490.09,231.9,57.43,80.35,448.4,68.27,168.75,1878.05,228.4,94.95,263.2,293.7
7/17/2020 15:30:00,903.15,2222.35,222.1,623.15,599.7,,753.5,87.6,917,,1098.45,353.8,433.1,1327.45,188.2,3301.3,520.8,1272.32,614.5,875.2,503.6,4118.75,689.1,1499.2,2263.4,377.4,1196.85,897.4,,836.55,2334.55,1723,3785,351.6,490.75,153.44,1426,10486.7,469.21,243.6,57.93,81,413.8,67.23,175.25,1911.7,215,99.65,241.25,289.25
7/24/2020 15:30:00,922.85,2200.75,261.35,679.95,652.6,,771.25,115.15,907.7,,1119.1,381.8,445.6,1350,191.95,3251.85,522.25,1254.06,622.4,867.4,485.6,4065.95,666.05,1512.05,2349.1,363.1,1162.65,853.8,,810.65,2209.3,1725.19,3818.45,365.4,471.5,154.53,1384.2,10809.3,490.6,244.1,61.87,78.3,419.75,66.37,192.9,2146.15,213.6,96.65,247.85,303.05
7/31/2020 15:30:00,966,2157.4,270.55,705.2,681.65,,918.1,118.65,940,,1032.8,346.8,431.65,1365.75,191.45,3251.3,523.75,1241.18,627.1,912.85,531.7,4521.05,720.15,1674.6,2616.55,388.4,1331.8,926.55,,874.6,2209.9,1652.22,3823.6,354.5,513.55,157.36,1423.3,10351.85,487.47,239.85,58.97,78.65,413.25,64.43,196.2,2067.1,208.65,94.85,244.5,313.75
8/7/2020 15:30:00,950.9,2281.4,280.95,690.3,662.45,,1000.25,148.8,990,,1043.85,357.95,433.3,1342.5,190.65,3464.3,509,1293.43,606.95,868.6,525.95,4573.5,728.65,1743.2,2784.85,390.9,1470.53,879.85,,906.45,2210.55,1678.86,3934.8,366.85,512.3,165.58,1456.95,10311.4,533.38,257.3,57.6,77.1,410.1,64.6,233.35,2146.45,212.45,94.1,259.95,321.6
8/14/2020 15:30:00,953.6,2295.35,277.4,709.1,695.9,,987.25,171.9,1020.65,,1034.45,361.4,435.85,1307.45,196.5,3331.1,507.2,1249.34,587.75,839.3,531.35,4519.4,771.8,1707.35,3089.8,395.45,1419.48,1018.2,,879.1,2173.9,1635.47,3801.35,372.75,497.1,170.11,1411.15,10044.9,541.25,327.45,56.53,81.05,415.05,63.97,288.25,2113.8,209.6,99.75,249.15,320.9
8/21/2020 15:30:00,948.8,2242.15,276.5,705.9,732.6,,1039.9,208.7,1060.65,1984.6,1085.65,371.15,440.45,1339.4,198.4,3389.3,513.55,1256.48,598.1,861.25,532.35,4489.75,760.75,1677.5,3247.35,400.65,1412.73,981.4,111.75,856.15,2202.05,1656.2,3882.75,412.45,491.95,166.69,1410.65,10168.3,572.55,357.2,59.23,80.35,403.35,67.83,285.15,2081.85,197.1,96.85,249.25,306.9
8/28/2020 15:30:00,935.25,2248.6,273.35,706.45,752.35,,1018.2,240.95,1139.05,2001.45,1114.5,409.7,509.2,1467.1,224.85,3670.8,665.65,1309.11,589.35,851.55,555.75,4374.3,748.6,1661.95,3272.85,388.85,1354.73,976.1,111.95,868.9,2151.95,1610.13,3793.85,448.5,489.1,167.61,1390.2,10133.25,567.98,353.8,58.53,77.9,428.75,66.07,296,2116.15,199.15,94.55,235.15,295.75
9/4/2020 15:30:00,919.15,2238.55,272.05,700.8,748.2,,986.3,227.85,1150.55,1919.1,1119.3,372.55,455.2,1380.05,206.6,3596.8,616.15,1255.44,574.65,834.55,512.45,4322.5,724.6,1649.9,3223.15,377.15,1384.6,945,115.25,807.55,2124.65,1623.26,3705.85,441.5,483.8,164.56,1362.05,10076.6,552.11,370.3,55.93,73.3,412.05,65.37,291.55,2077.25,194.05,94.45,236.15,317
9/11/2020 15:30:00,945.7,2288.8,276,721.65,765.15,,1011.05,267.8,1289.95,2090.6,1078.65,370.5,447.2,1330.35,202.7,3544.4,610.35,1225.68,604.8,864.4,505.55,4401.6,725.95,1611.8,3146.65,370,1418.6,967.65,131.55,802.95,2159.25,1632.54,3772.25,407.55,508.25,161.59,1418.65,10026,601.22,383.5,55.4,74.3,375.75,60.5,280.3,2319.75,178.6,96.65,228.2,297.45
9/18/2020 15:30:00,1002.15,2374.1,293.3,810.6,804.65,,1191.15,264.55,1273.4,2193.7,1057.3,369.55,443.35,1277.1,192.6,3474.8,613.2,1177.69,585.1,848.1,523.35,5333.35,806.25,1828.45,3344.4,409.7,1438.15,1085.9,116.85,828.1,2098.7,1608.71,3797.5,409.3,508.45,156.72,1372.65,9902.55,614.99,370.15,53.8,68.9,353.3,61.4,308.15,2305.7,175.5,87.45,219.25,310.85
9/25/2020 15:30:00,1011.45,2449.9,316.5,827.7,772.35,,1219.65,261.6,1266.45,2304.35,1044,348.65,415.05,1253.05,182.2,3138.95,514.85,1160.66,577.5,797.05,489.65,5112.2,770.1,2027.65,3060.75,385.5,1359.63,998.9,109.9,772.1,2079.05,1573.68,3686.4,401.05,492.6,154.56,1415.7,9896.3,556.24,351.9,49.4,69.15,345,56.8,313,2201.7,176,88.7,220.7,303.25
10/1/2020 15:30:00,1017.65,2422.3,313.9,812.95,822.5,,1303.75,276.65,1276.3,2335.8,1106.95,369.2,443.7,1305.05,190.3,3442.8,592.2,1210.72,569.2,818.9,506.9,5112.05,773,2089.75,3064.9,398.25,1408.6,1027.85,115.9,818.65,2095,1600.05,3808.6,409.5,513.8,155.41,1440,9866.5,574.24,350.35,49.4,70.3,339.95,58.93,307,2225.25,169.3,89.4,218.15,291.8
10/9/2020 15:30:00,1106.8,2523.45,313.05,855.75,854.15,,1303.65,286.1,1394.05,2466.45,1233.55,401.5,468.05,1319.85,198.3,3317.9,623.05,1183.04,573.8,805.9,512.9,5153,803.15,2277.1,3190,438,1399.85,1029.2,110.7,834.55,2139.65,1603.41,3745.1,395.6,519.1,146.41,1462.85,9971.45,605.64,343.35,51,67.25,351.55,57.13,315.45,2233.45,182.55,86.5,222.65,290
10/16/2020 15:30:00,1127.5,2812.95,374,827.15,822.75,,1296.8,287.1,1508.85,2577.2,1199.35,396.1,472.4,1336.55,195.95,3231.35,608.3,1190.46,561.15,799.55,486.9,5080.55,782.35,2210.55,3222.7,430.4,1372.1,1040.4,108.1,806.25,2150.55,1543.03,3747.2,376.2,511.7,151.72,1439.3,10112.5,619.55,347.45,49.47,69,354.45,56,339.7,2175.8,187.65,90.95,233.3,296.6
10/23/2020 15:30:00,1122.5,2763.3,339.65,852.45,848.25,,1172.35,286.55,1651.6,2380.1,1235.8,416.95,507.2,1383.05,202.8,3316.9,608.15,1166.31,564.5,770.7,484.5,5018.25,757.55,2075,3068.85,424.3,1366.88,991.45,105.3,782.8,2143.85,1586.55,3469.75,382.15,519.15,148.89,1464.65,10309.9,579.1,360.7,52.17,64.9,362.45,58.2,352.1,2113.05,205.35,85.95,230.95,312.85
10/30/2020 15:30:00,1060.6,2686.8,342.4,841.95,813.3,,1158.65,325.05,1534.1,2205.65,1183.55,392.6,492.5,1547.4,189.25,3309,585.7,1114.7,589.75,769.15,465.75,4888.65,754.5,2119.45,3142.05,417.7,1283.43,909.25,106.55,772.65,2071.3,1716.16,3473.25,366.1,511.45,145.53,1516.7,10197.1,589.59,361.95,53.03,68,383.3,56.5,388.3,2054.5,214.05,86.35,230.45,318.4
11/6/2020 15:30:00,1112.75,2664.85,340.7,850.1,851.15,,1145.55,348.75,1553,2218.05,1307.65,442.8,541.75,1718.05,219.2,3780.75,738.65,1257.29,590.6,801.25,509.15,4902.95,789.95,2085.9,3237.25,432.3,1278.25,916.9,114.5,780.15,2094.15,1700.67,3513.55,380.65,527.2,154.29,1507.2,10261.6,605.93,370.95,53.5,71.65,373,57.2,398.4,2029.15,209.35,91.25,258.95,348.85
11/20/2020 15:30:00,1103.35,2707.45,345.75,819.25,837.55,,1145.6,480.25,1534.25,2355,1403.65,480.2,607.85,1889.4,242.75,4715.85,811,1708.52,663.9,845.45,503.25,4670.95,739.9,2349.6,3469.1,425.8,1304.95,878.7,123.9,833.4,2120.25,1746.04,3552.1,420.35,508.4,171.07,1534.1,10500.35,694.28,396.2,56.57,78.5,392.3,64.97,445.95,1899.5,216.65,96.15,251.25,347.85
11/27/2020 15:30:00,1100,2660.25,346.3,822.1,876.85,,1193.35,612.65,1588.25,2400.65,1440.85,473.35,601.6,1907.1,244.25,4908.8,857.65,1751.76,646.8,846.05,511.65,4828.95,745.6,2347.9,3605.1,450.1,1307.55,891.8,127.05,868.55,2138.2,1788.9,3637.95,405.7,499.8,193.64,1513.7,10519.9,697.56,440.35,56.4,89.85,397.4,68.43,449.8,1929.8,217.35,107.1,262.05,348.75
12/4/2020 15:30:00,1134.65,2679.65,350.5,858.5,923.1,,1219.1,744.6,1669.8,2448.15,1385.6,502.05,614.5,1846.25,263.5,4875.35,913.65,1810.49,643.25,863,569.05,4908.55,766.95,2434.65,3711.95,471.05,1332.63,933.3,139.4,900.65,2184.2,1782.87,3648.2,427.15,502.3,185.64,1540.8,10940.65,734.23,418.1,60.27,96.8,393.85,79.87,455.15,1946.75,224.4,109.65,261.6,365.25
12/11/2020 15:30:00,1163.2,2727.55,360.8,862.25,919.4,,1314.1,859.7,1605.85,2498,1382.8,515.45,613.25,1920.4,272.45,4843.85,923.75,1799.01,664.5,849.7,568.1,5016.95,755.85,2359.9,3642.1,466.65,1323.35,939.4,140.75,897.35,2374.75,1840.11,3732.75,452.65,513.8,202.23,1574.3,11333.9,790.54,427.3,62.57,99,377.55,83.9,473.65,2005.8,213.65,109.15,257.7,375.7
12/18/2020 15:30:00,1189.8,2783.6,353.5,890.65,933.8,,1306.45,665.35,1636.1,2556.8,1411.35,517.15,609.5,1949.35,271.45,5252.5,905.2,1843.12,654.1,857.15,575,5228.75,793.45,2387.75,3832.9,476.6,1389.55,972.1,140.25,886,2333.45,1836.28,3720.5,447.9,509.35,215.34,1600.2,10998.05,723,420.7,62.63,93.15,381.95,83.37,491.15,1991.55,221.25,108.9,246.1,378
12/24/2020 15:30:00,1236.05,2861,363.55,919.35,947.25,,1449.45,662,1759.65,2652.55,1397.1,513.55,610.2,1960.6,266.85,5184.9,852.8,1798.51,657.25,873.9,590.45,5201.8,833.2,2413.05,3749.6,489.5,1392.68,976.2,141.4,909,2402.25,1856.64,3618.25,434.55,514.55,203.98,1568.85,11086.95,703.76,428.25,60.17,93.2,400.15,80.1,518,1994.15,225.5,108.7,249.85,389.95
1/1/2021 15:30:00,1260.45,2909.35,382.2,950.5,977.95,,1497.55,686.8,1867.95,2722.25,1425.05,527.5,623.8,1994.05,279.4,5280.15,900.15,1774.09,678.4,895.4,596.25,5241.35,826.6,2414.85,3849.05,478.4,1397.53,1000.9,142.5,927.75,2387.55,1845.07,3567.8,428.9,534.2,201.77,1578.45,11012.4,709.89,423.7,61,100.65,414.6,82.43,527.3,1987.5,228.6,113.55,268.4,375.55
1/8/2021 15:30:00,1312.1,2928.25,388.1,994.65,1051.1,,1570.9,766.1,2043.3,2804.2,1431.65,542.05,672.7,1970.7,286,5082,939.8,1834.32,717,935.5,620.8,5338.25,838.7,2553.5,3859.15,485.15,1425.95,1038.8,154.3,945.45,2391.2,1830.63,3575.25,431.3,540.1,220.02,1614.75,11257.05,714.8,456.7,64.1,101.4,396.05,88.5,526.8,1933.7,225.4,117.5,259.7,349.65
